0.005	0.0748109	0.00091739
0.006	0.0748405	0.000917477
0.007	0.0749686	0.000919047
0.008	0.0748298	0.000917346
0.009	0.0751335	0.000921069
0.01	0.075091	0.000920548
0.011	0.0751593	0.000921386
0.012	0.0750719	0.000920314
0.013	0.075144	0.000921197
0.014	0.0754003	0.00092434
0.015	0.0756583	0.000927502
0.016	0.0759665	0.000931281
0.017	0.0755721	0.000926446
0.018	0.0760636	0.000932471
0.019	0.0764294	0.000936956
0.02	0.0760666	0.000932509
0.021	0.0763797	0.000936346
0.022	0.076546	0.000938386
0.023	0.0764319	0.000936986
0.024	0.0763966	0.000936553
0.025	0.0767581	0.000940986
0.026	0.0768443	0.000942041
0.027	0.0766243	0.000939344
0.028	0.0774327	0.000949255
0.029	0.077755	0.000953206
0.03	0.0777793	0.000953504
0.031	0.0779398	0.000955472
0.032	0.0777459	0.000953095
0.033	0.0784674	0.000961939
0.034	0.0789774	0.000968192
0.035	0.0780999	0.000957435
0.036	0.0787506	0.000965411
0.037	0.0797835	0.000978074
0.038	0.0802414	0.000983687
0.039	0.079013	0.000968628
0.04	0.080351	0.000985031
0.041	0.080742	0.000989825
0.042	0.0811992	0.000995429
0.043	0.080526	0.000987176
0.044	0.0816342	0.00100076
0.045	0.0824397	0.00101064
0.046	0.0815718	0.000999997
0.047	0.0816587	0.00100106
0.048	0.0815525	0.00099976
0.049	0.0817379	0.00100203
0.05	0.0831134	0.0010189
0.051	0.0828468	0.00101563
0.052	0.0827587	0.00101455
0.053	0.0832974	0.00102115
0.054	0.0842676	0.00103304
0.055	0.0840766	0.0010307
0.056	0.0847134	0.00103851
0.057	0.0850354	0.00104246
0.058	0.0852893	0.00104557
0.059	0.085481	0.00104792
0.06	0.0872989	0.00107021
0.061	0.0861948	0.00105667
0.062	0.0868879	0.00106517
0.063	0.0890059	0.00109113
0.064	0.0863235	0.00105825
0.065	0.0874539	0.00107211
0.066	0.0872375	0.00106945
0.067	0.0894213	0.00109622
0.068	0.088669	0.001087
0.069	0.0903025	0.00110703
0.07	0.0897245	0.00109994
0.071	0.089492	0.00109709
0.072	0.0910147	0.00111576
0.073	0.0906641	0.00111146
0.074	0.0911617	0.00111756
0.075	0.0910901	0.00111668
0.076	0.092096	0.00112901
0.077	0.0926568	0.00113589
0.078	0.0934124	0.00114515
0.079	0.0941386	0.00115405
0.08	0.0941031	0.00115362
0.081	0.0952995	0.00116829
0.082	0.0949612	0.00116414
0.083	0.0954946	0.00117068
0.084	0.0964407	0.00118228
0.085	0.0970836	0.00119016
0.086	0.0968863	0.00118774
0.087	0.0966795	0.0011852
0.088	0.0977245	0.00119802
0.089	0.0991926	0.00121601
0.09	0.100832	0.00123611
0.091	0.0993026	0.00121736
0.092	0.100473	0.00123171
0.093	0.0993644	0.00121812
0.094	0.100323	0.00122987
0.095	0.0992706	0.00121697
0.096	0.101716	0.00124695
0.097	0.101445	0.00124362
0.098	0.10054	0.00123254
0.099	0.103086	0.00126374
0.1	0.10251	0.00125668
0.101	0.103524	0.00126911
0.102	0.106276	0.00130284
0.103	0.107478	0.00131758
0.104	0.106974	0.0013114
0.0773232
0.000589867
0.159612
0.0241353
0.0728292
0.000608191
0.0244598
0.0318511
0.0281555
0.00680464
