0.01	0.0546283	0.00107466
0.011	0.0548364	0.00107875
0.012	0.0544547	0.00107125
0.013	0.0552592	0.00108707
0.014	0.0551717	0.00108535
0.015	0.0546253	0.0010746
0.016	0.0556472	0.00109471
0.017	0.0552621	0.00108713
0.018	0.0553933	0.00108971
0.019	0.0562527	0.00110662
0.02	0.0554582	0.00109099
0.021	0.0564556	0.00111061
0.022	0.0553257	0.00108838
0.023	0.0563434	0.0011084
0.024	0.0576574	0.00113425
0.025	0.0568092	0.00111756
0.026	0.0568968	0.00111929
0.027	0.0576	0.00113312
0.028	0.0581119	0.00114319
0.029	0.0590048	0.00116076
0.03	0.0580991	0.00114294
