0.005	0.0348284	0.0020814
0.006	0.034725	0.00206055
0.007	0.0345236	0.0020486
0.008	0.0350105	0.00207749
0.009	0.0362243	0.00214952
0.01	0.0349543	0.00207416
0.011	0.0362208	0.00214931
0.012	0.0352361	0.00209088
0.013	0.0354213	0.00210187
0.014	0.03632	0.00215519
0.015	0.0368485	0.00218656
0.016	0.0354271	0.00210221
0.017	0.0371722	0.00220577
0.018	0.034881	0.00206981
0.019	0.0377777	0.0022417
0.02	0.0377233	0.00223846
0.021	0.0367084	0.00217824
0.022	0.0371965	0.00220721
0.023	0.0389963	0.002314
0.024	0.0386424	0.002293
0.025	0.0404059	0.00239765
0.026	0.0385798	0.00228929
0.027	0.0383903	0.00227805
0.028	0.0398565	0.00236505
0.029	0.0409175	0.00242801
0.03	0.041758	0.00247788
0.031	0.0403658	0.00239527
0.032	0.0419203	0.00248751
0.033	0.0398399	0.00236406
0.034	0.0439821	0.00260986
0.035	0.0417455	0.00247714
0.036	0.0471187	0.00279598
0.037	0.0450887	0.00267552
0.038	0.0466651	0.00276906
0.039	0.0424137	0.00251679
0.04	0.0422995	0.00251001
0.041	0.0460119	0.0027303
0.042	0.0462246	0.00274292
0.043	0.0483587	0.00286956
0.044	0.0464822	0.00275821
0.045	0.0471029	0.00279504
0.046	0.0453313	0.00268992
0.047	0.0480711	0.0028525
0.048	0.0499456	0.00296373
0.049	0.048124	0.00285564
0.05	0.0480488	0.00285117
0.051	0.0508302	0.00301621
0.052	0.050133	0.00297485
0.053	0.0499605	0.00296461
0.054	0.0514322	0.00305194
0.055	0.0552099	0.00327611
0.056	0.0496714	0.00294746
0.057	0.0519654	0.00308358
0.058	0.0509194	0.00302151
0.059	0.0577905	0.00342923
0.06	0.0611897	0.00363094
0.061	0.0528638	0.00313689
0.062	0.0506829	0.00300748
0.063	0.062942	0.00373492
0.064	0.0570488	0.00338522
0.065	0.0550671	0.00326763
0.066	0.0622784	0.00369554
0.067	0.056906	0.00337675
0.068	0.0617092	0.00366177
0.069	0.0599517	0.00355748
0.07	0.0608623	0.00361151
0.071	0.0616063	0.00365566
0.072	0.0622771	0.00369546
0.073	0.0553841	0.00328644
0.074	0.0699423	0.00415031
0.075	0.0648672	0.00384916
0.076	0.0612507	0.00363456
0.077	0.0632758	0.00375473
0.078	0.0628545	0.00372973
0.079	0.0697574	0.00413934
0.08	0.0649624	0.00385481
0.081	0.0621573	0.00368836
0.082	0.0664339	0.00394213
0.083	0.0685454	0.00406742
0.084	0.0699379	0.00415005
0.085	0.0722806	0.00428906
0.086	0.0728261	0.00432143
0.087	0.0697604	0.00413952
0.088	0.0678005	0.00402322
0.089	0.0696379	0.00413225
0.09	0.0730297	0.00433351
0.091	0.0684936	0.00406435
0.092	0.0782244	0.00464177
0.093	0.071235	0.00422702
0.094	0.0784504	0.00465517
0.095	0.0728169	0.00432089
0.096	0.0700826	0.00415864
0.097	0.0745092	0.00442131
0.098	0.0837605	0.00497027
0.099	0.0835237	0.00495622
0.1	0.0750642	0.00445424
0.101	0.0762623	0.00452533
0.102	0.092114	0.00546596
0.103	0.0783298	0.00464802
0.104	0.081439	0.00483251
0.0356281
0.00103879
0.287395
0.0341101
0.0318442
0.000712784
0.0095516
0.0167806
0.0131661
0.00465376
