0.005	0.0542713	0.00106846
0.006	0.0545205	0.00107254
0.007	0.0545229	0.00107259
0.008	0.054573	0.00107357
0.009	0.0545969	0.00107404
0.01	0.0546283	0.00107466
0.011	0.0548364	0.00107875
0.012	0.0544547	0.00107125
0.013	0.0552592	0.00108707
0.014	0.0551717	0.00108535
0.015	0.0546253	0.0010746
0.016	0.0556472	0.00109471
0.017	0.0552621	0.00108713
0.018	0.0553933	0.00108971
0.019	0.0562527	0.00110662
0.02	0.0554582	0.00109099
0.021	0.0564556	0.00111061
0.022	0.0553257	0.00108838
0.023	0.0563434	0.0011084
0.024	0.0576574	0.00113425
0.025	0.0568092	0.00111756
0.026	0.0568968	0.00111929
0.027	0.0576	0.00113312
0.028	0.0581119	0.00114319
0.029	0.0590048	0.00116076
0.03	0.0580991	0.00114294
0.031	0.0590184	0.00116102
0.032	0.0588381	0.00115748
0.033	0.0595711	0.0011719
0.034	0.0600552	0.00118142
0.035	0.0592301	0.00116519
0.036	0.061049	0.00120097
0.037	0.0610605	0.0012012
0.038	0.0597403	0.00117523
0.039	0.0610149	0.0012003
0.04	0.0622106	0.00122382
0.041	0.0615907	0.00121163
0.042	0.0619051	0.00121781
0.043	0.0624404	0.00122834
0.044	0.0624814	0.00122915
0.045	0.0617828	0.00121541
0.046	0.0642863	0.00126466
0.047	0.0634595	0.00124839
0.048	0.0633594	0.00124642
0.049	0.0645575	0.00126999
0.05	0.0641222	0.00126143
0.051	0.0639934	0.00125889
0.052	0.0664488	0.0013072
0.053	0.0659377	0.00129714
0.054	0.0674426	0.00132675
0.055	0.0658851	0.00129611
0.056	0.0665247	0.00130869
0.057	0.0697362	0.00137187
0.058	0.0676206	0.00133025
0.059	0.0700251	0.00137755
0.06	0.0691202	0.00135975
0.061	0.0686512	0.00135052
0.062	0.0693326	0.00136393
0.063	0.0701213	0.00137944
0.064	0.0711941	0.00140055
0.065	0.0720157	0.00141671
0.066	0.0738992	0.00145376
0.067	0.0727862	0.00143187
0.068	0.0750253	0.00147592
0.069	0.0711624	0.00139992
0.07	0.0730707	0.00143746
0.071	0.075228	0.0014799
0.072	0.076167	0.00149838
0.073	0.0753762	0.00148282
0.074	0.0754378	0.00148403
0.075	0.0782966	0.00154027
0.076	0.0768012	0.00151085
0.077	0.0765716	0.00150633
0.078	0.0774974	0.00152455
0.079	0.0787195	0.00154859
0.08	0.0791427	0.00155691
0.081	0.0800008	0.0015738
0.082	0.0790319	0.00155474
0.083	0.0782752	0.00153985
0.084	0.0818996	0.00161115
0.085	0.0838493	0.0016495
0.086	0.0836012	0.00164462
0.087	0.083011	0.00163301
0.088	0.0835441	0.0016435
0.089	0.0830344	0.00163347
0.09	0.0843949	0.00166024
0.091	0.0855811	0.00168357
0.092	0.0830071	0.00163294
0.093	0.0827213	0.00162731
0.094	0.0875955	0.0017232
0.095	0.0869529	0.00171056
0.096	0.0878367	0.00172794
0.097	0.090225	0.00177493
0.098	0.087385	0.00171906
0.099	0.0905389	0.0017811
0.1	0.0909124	0.00178845
0.101	0.0890381	0.00175158
0.102	0.0911019	0.00179218
0.103	0.0902817	0.00177604
0.104	0.0913604	0.00179726
0.0565951
0.000700307
0.195441
0.019662
0.052248
0.000410868
0.0186592
0.0258257
0.0222425
0.0047187
