0.01	0.0157248	0.00453936
0.011	0.0180332	0.00520573
0.012	0.0199052	0.00574614
0.013	0.0197006	0.00568708
0.014	0.0192128	0.00554625
0.015	0.0151808	0.00438231
0.016	0.013116	0.00378626
0.017	0.028813	0.00831759
0.018	0.0237574	0.00685818
0.019	0.0245362	0.00708298
0.02	0.0206244	0.00595375
0.021	0.0243709	0.00703528
0.022	0.0228778	0.00660424
0.023	0.0250858	0.00724165
0.024	0.0175457	0.005065
0.025	0.0238817	0.00689404
0.026	0.0280447	0.0080958
0.027	0.0441982	0.0127589
0.028	0.0357539	0.0103213
0.029	0.0248192	0.00716468
0.03	0.0287714	0.00830558
