0.01	0.0349543	0.00207416
0.011	0.0362208	0.00214931
0.012	0.0352361	0.00209088
0.013	0.0354213	0.00210187
0.014	0.03632	0.00215519
0.015	0.0368485	0.00218656
0.016	0.0354271	0.00210221
0.017	0.0371722	0.00220577
0.018	0.034881	0.00206981
0.019	0.0377777	0.0022417
0.02	0.0377233	0.00223846
0.021	0.0367084	0.00217824
0.022	0.0371965	0.00220721
0.023	0.0389963	0.002314
0.024	0.0386424	0.002293
0.025	0.0404059	0.00239765
0.026	0.0385798	0.00228929
0.027	0.0383903	0.00227805
0.028	0.0398565	0.00236505
0.029	0.0409175	0.00242801
0.03	0.041758	0.00247788
